,x1,v1,x2,v2,x3,v3,x4,v4,x5,v5
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,15.625000006236945,7.500000024947785,30.62500000623695,7.500000024947785,45.625000006236945,7.500000024947785,60.625000006236945,7.500000024947785,75.62500000623695,7.500000024947785
2,20.00000002494568,10.000000049887158,35.000000024945685,10.000000049887158,50.00000002494568,10.000000049887158,65.00000002494568,10.000000049887158,80.00000002494568,10.000000049887158
3,25.62500005612089,12.500000074813679,40.625000056120896,12.500000074813679,55.62500005612089,12.500000074813679,70.62500005612088,12.500000074813679,85.62500005612088,12.500000074813679
4,32.50000009975381,15.000000099718001,47.50000009975382,15.000000099718001,62.50000009975381,15.000000099718001,77.50000009975379,15.000000099718001,92.50000009975379,15.000000099718001
5,40.625000155828594,17.500000124581128,55.625000155828594,17.500000124581128,70.6250001558286,17.500000124581128,85.62500015582857,17.500000124581128,100.62500015582857,17.500000124581128
6,50.00000022424969,20.00000014910327,65.00000022424969,20.00000014910327,80.0000002242497,20.00000014910327,95.00000022424967,20.00000014910327,110.00000022424967,20.00000014910327
7,60.00000031145778,20.000000199729087,75.00000031145778,20.000000199729087,90.0000003114578,20.000000199729087,105.00000031145777,20.000000199729087,120.00000031145777,20.000000199729087
8,70.00000041132233,20.000000199729087,85.00000041132233,20.000000199729087,100.00000041132233,20.000000199729087,115.0000004113223,20.000000199729087,130.0000004113223,20.000000199729087
9,80.00000051118687,20.000000199729087,95.00000051118687,20.000000199729087,110.00000051118687,20.000000199729087,125.00000051118684,20.000000199729087,140.00000051118684,20.000000199729087
10,90.0000006110514,20.000000199729087,105.0000006110514,20.000000199729087,120.0000006110514,20.000000199729087,135.00000061105138,20.000000199729087,150.00000061105138,20.000000199729087
11,100.00000071091594,20.000000199729087,115.00000071091594,20.000000199729087,130.00000071091594,20.000000199729087,145.0000007109159,20.000000199729087,160.0000007109159,20.000000199729087
12,110.00000081078048,20.000000199729087,125.00000081078048,20.000000199729087,140.00000081078048,20.000000199729087,155.00000081078045,20.000000199729087,170.00000081078045,20.000000199729087
13,120.00000091064501,20.000000199729087,135.000000910645,20.000000199729087,150.000000910645,20.000000199729087,165.00000091064499,20.000000199729087,180.00000091064499,20.000000199729087
14,130.00000101050955,20.000000199729087,145.00000101050955,20.000000199729087,160.00000101050955,20.000000199729087,175.00000101050952,20.000000199729087,190.00000101050952,20.000000199729087
15,140.0000011103741,20.000000199729087,155.0000011103741,20.000000199729087,170.0000011103741,20.000000199729087,185.00000111037406,20.000000199729087,200.00000111037406,20.000000199729087
16,150.00000121023862,20.000000199729087,165.00000121023862,20.000000199729087,180.00000121023862,20.000000199729087,195.0000012102386,20.000000199729087,210.0000012102386,20.000000199729087
17,160.00000131010316,20.000000199729087,175.00000131010316,20.000000199729087,190.00000131010316,20.000000199729087,205.00000131010313,20.000000199729087,220.00000131010313,20.000000199729087
18,170.0000014099677,20.000000199729087,185.0000014099677,20.000000199729087,200.0000014099677,20.000000199729087,215.00000140996767,20.000000199729087,230.00000140996767,20.000000199729087
19,180.00000150983223,20.000000199729087,195.00000150983223,20.000000199729087,210.00000150983223,20.000000199729087,225.0000015098322,20.000000199729087,240.0000015098322,20.000000199729087
20,190.00000160969677,20.000000199729087,205.00000160969677,20.000000199729087,220.00000160969677,20.000000199729087,235.00000160969674,20.000000199729087,250.00000160969674,20.000000199729087
21,200.0000017095613,20.000000199729087,215.0000017095613,20.000000199729087,230.0000017095613,20.000000199729087,245.00000170956127,20.000000199729087,260.0000017095613,20.000000199729087
22,210.00000180942584,20.000000199729087,225.00000180942584,20.000000199729087,240.00000180942584,20.000000199729087,255.0000018094258,20.000000199729087,270.00000180942584,20.000000199729087
23,220.00000190929038,20.000000199729087,235.00000190929038,20.000000199729087,250.00000190929038,20.000000199729087,265.00000190929035,20.000000199729087,280.0000019092904,20.000000199729087
24,230.0000020091549,20.000000199729087,245.0000020091549,20.000000199729087,260.0000020091549,20.000000199729087,275.0000020091549,20.000000199729087,290.00000200915497,20.000000199729087
25,240.00000210901945,20.000000199729087,255.00000210901945,20.000000199729087,270.0000021090195,20.000000199729087,285.0000021090195,20.000000199729087,300.00000210901953,20.000000199729087
