,u1,u2,u3,u4,u5
26,0.008903014780564183,0.008903014780562133,0.008903014780562948,0.008903014780562064,0.008903014780565157
27,0.008865264481608747,0.00886526448160798,0.008865264481607063,0.008865264481607625,0.008865264481611007
28,0.008828500171680756,0.008828500171681979,0.00882850017168209,0.008828500171682263,0.008828500171683008
29,0.008792689876417027,0.008792689876412935,0.008792689876416961,0.008792689876417117,0.008792689876417509
30,0.008757802904403384,0.008757802904401075,0.00875780290440521,0.008757802904405382,0.008757802904405802
31,0.008723809785089236,0.008723809785091675,0.008723809785094948,0.008723809785090577,0.008723809785089114
32,0.008690682209203597,0.008690682209201307,0.00869068220920568,0.008690682209201137,0.008690682209200008
33,0.008658392976440995,0.008658392976437973,0.008658392976437895,0.008658392976435544,0.008658392976437597
34,0.008626915940290419,0.008626915940287298,0.008626915940287088,0.008626915940291215,0.008626915940287425
35,0.008596225959749522,0.008596225959748937,0.00859622595975303,0.008596225959751588,0.008596225959753331
36,0.008566298852754674,0.008566298852753295,0.008566298852752357,0.008566298852752039,0.008566298852751387
37,0.008537111352093734,0.008537111352090537,0.008537111352089405,0.008537111352091682,0.008537111352093387
38,0.008508641063772275,0.008508641063769834,0.008508641063769177,0.008508641063769478,0.00850864106377347
39,0.008480866427567183,0.008480866427563639,0.008480866427563587,0.008480866427563247,0.008480866427563951
40,0.008453766679656818,0.008453766679655443,0.008453766679658616,0.00845376667965861,0.008453766679661953
41,0.008427321817274347,0.00842732181727194,0.00842732181727566,0.008427321817275072,0.0084273218172705
42,0.008401512565119652,0.008401512565123776,0.008401512565122966,0.008401512565119621,0.008401512565121682
43,0.008376320343594744,0.00837632034359803,0.008376320343595641,0.008376320343599598,0.008376320343597846
44,0.00835172723861525,0.008351727238613807,0.008351727238614092,0.008351727238614107,0.008351727238614213
45,0.008327715972956676,0.00832771597295298,0.008327715972950749,0.008327715972950421,0.008327715972951347
46,0.008304269879085158,0.008304269879083413,0.008304269879083937,0.008304269879081047,0.008304269879079383
47,0.008281372873307014,0.008281372873312567,0.008281372873310395,0.00828137287331117,0.008281372873311581
48,0.008259009431240591,0.008259009431240593,0.008259009431242465,0.008259009431242689,0.0082590094312453
49,0.008237164564446245,0.00823716456444702,0.008237164564444826,0.008237164564445459,0.008237164564445702
50,0.00821582379823583,0.008215823798233948,0.008215823798237763,0.008215823798234332,0.00821582379823686
51,0.008194973150573963,0.008194973150567844,0.00819497315056853,0.008194973150573654,0.008194973150566612
52,0.008174599111931155,0.008174599111929609,0.008174599111927016,0.00817459911192694,0.008174599111930815
53,0.008154688626172996,0.008154688626173598,0.008154688626176252,0.008154688626176168,0.008154688626170642
54,0.008135229072313116,0.008135229072312749,0.008135229072317235,0.008135229072317176,0.008135229072317151
55,0.008116208247128942,0.008116208247128416,0.008116208247133732,0.008116208247133732,0.008116208247130906
56,0.008097614348592576,0.008097614348597564,0.008097614348597555,0.008097614348597555,0.008097614348592633
57,0.008079435960085458,0.008079435960083732,0.008079435960079089,0.00807943596007908,0.008079435960078887
58,0.008061662035298888,0.008061662035300721,0.008061662035301771,0.008061662035300886,0.008061662035297807
59,0.008044281883908228,0.008044281883909751,0.008044281883904821,0.00804428188390471,0.008044281883909248
60,0.008027285157776268,0.008027285157775609,0.008027285157775265,0.008027285157775094,0.008027285157772781
61,0.00801066183788858,0.00801066183788785,0.008010661837891345,0.00801066183789138,0.008010661837889134
62,0.00799440222182756,0.007994402221824999,0.007994402221824912,0.007994402221824964,0.007994402221822045
63,0.007978496911775868,0.007978496911775127,0.00797849691177322,0.00797849691177322,0.007978496911777216
64,0.007962936803118527,0.007962936803119387,0.007962936803120461,0.007962936803120466,0.007962936803120126
65,0.007947713073482113,0.007947713073483055,0.007947713073479365,0.007947713073479365,0.007947713073484242
66,0.007932817172278303,0.007932817172277108,0.007932817172278742,0.007932817172278742,0.007932817172279083
67,0.007918240810716357,0.007918240810715032,0.007918240810710346,0.007918240810710346,0.007918240810713996
68,0.007903975952186566,0.007903975952184315,0.007903975952184214,0.007903975952184214,0.007903975952181121
69,0.007890014803138824,0.007890014803132223,0.007890014803136733,0.007890014803136659,0.007890014803136
70,0.007876349804269149,0.007876349804270568,0.007876349804273439,0.007876349804273439,0.007876349804270872
71,0.007862973622151338,0.007862973622148836,0.007862973622148665,0.007862973622148665,0.00786297362214758
72,0.007849879141127517,0.007849879141127006,0.007849879141123759,0.007849879141123643,0.007849879141126354
73,0.007837059455634184,0.007837059455633627,0.007837059455631108,0.007837059455631108,0.007837059455629028
74,0.007824507862771873,0.007824507862771021,0.007824507862775465,0.007824507862775542,0.007824507862772891
75,0.007812217855237913,0.007812217855240131,0.0078122178552345245,0.007812217855234575,0.007812217855240113
76,0.007800183114490258,0.007800183114492494,0.007800183114492444,0.007800183114492444,0.0078001831144878415
77,0.007788397504233578,0.007788397504237846,0.007788397504237742,0.007788397504237871,0.007788397504238115
78,0.007776855064161564,0.007776855064158302,0.0077768550641594825,0.007776855064158302,0.0077768550641621635
79,0.007765550003907731,0.007765550003903328,0.007765550003903334,0.007765550003903328,0.007765550003902602
80,0.007754476697310237,0.007754476697311128,0.007754476697311128,0.007754476697311128,0.007754476697308603
81,0.007743629672608001,0.0077436296726034115,0.0077436296726034115,0.007743629672603214,0.007743629672607053
82,0.007733003619926131,0.0077330036199285725,0.0077330036199285725,0.007733003619931689,0.007733003619927216
83,0.007722593373265859,0.007722593373262531,0.00772259337326262,0.007722593373264699,0.007722593373263391
84,0.007712393909869565,0.007712393909868698,0.0077123939098683045,0.007712393909872851,0.007712393909871538
85,0.007702400345561258,0.007702400345565891,0.007702400345562649,0.007702400345559816,0.00770240034556085
86,0.00769260793014883,0.007692607930148189,0.007692607930154521,0.007692607930148616,0.007692607930151004
87,0.007683012043080793,0.007683012043079059,0.007683012043081179,0.007683012043075828,0.007683012043079499
88,0.007673608189213352,0.007673608189210973,0.007673608189210962,0.007673608189217902,0.00767360818921512
89,0.007664391994800164,0.007664391994798925,0.007664391994798978,0.007664391994799167,0.007664391994804284
90,0.007655359203569891,0.0076553592035687465,0.007655359203570366,0.007655359203570677,0.007655359203568461
91,0.007646505672981623,0.00764650567298128,0.007646505672977591,0.007646505672978939,0.00764650567297754
92,0.007637827370628705,0.007637827370625985,0.007637827370626824,0.007637827370627366,0.007637827370624688
93,0.007629320370747208,0.007629320370748274,0.007629320370748324,0.007629320370747334,0.007629320370743221
94,0.0076209808508861596,0.007620980850889258,0.007620980850884946,0.007620980850884782,0.007620980850885816
95,0.007612805088676883,0.007612805088670035,0.007612805088669869,0.0076128050886699935,0.007612805088676434
96,0.007604789458705239,0.007604789458704792,0.007604789458707244,0.007604789458704256,0.007604789458704532
97,0.007596930429555299,0.00759693042955656,0.007596930429552114,0.00759693042955729,0.007596930429554085
98,0.0075892245608891575,0.007589224560893248,0.007589224560891193,0.007589224560887036,0.007589224560897903
99,0.00758166850069504,0.007581668500697003,0.007581668500694592,0.007581668500692645,0.007581668500691355
100,0.0075742589825656915,0.007574258982563563,0.007574258982564519,0.007574258982563375,0.007574258982565142
