,x1,v1,x2,v2,x3,v3,x4,v4,x5,v5
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,8.125000006229183,7.50000002491673,23.125000006229183,7.50000002491673,38.12500000622918,7.50000002491673,53.12500000622918,7.50000002491673,68.12500000622919,7.50000002491673
2,12.50000002492488,10.000000049866056,27.500000024924876,10.000000049866056,42.50000002492488,10.000000049866056,57.50000002492488,10.000000049866056,72.50000002492489,10.000000049866056
3,18.12500005608672,12.500000074781298,33.12500005608671,12.500000074781298,48.12500005608672,12.500000074781298,63.12500005608672,12.500000074781298,78.12500005608673,12.500000074781298
4,25.0000000996845,15.00000009960982,40.00000009968449,15.00000009960982,55.0000000996845,15.00000009960982,70.0000000996845,15.00000009960982,85.00000009968451,15.00000009960982
5,33.12500015569246,17.50000012442203,48.125000155692454,17.50000012442203,63.12500015569246,17.50000012442203,78.12500015569246,17.50000012442203,93.12500015569248,17.50000012442203
6,42.49027841137523,19.961112898309036,57.49027841137522,19.961112898309032,72.49027841137523,19.961112898309036,87.49027841137523,19.961112898309036,102.49027841137524,19.961112898309036
7,52.47105015809629,19.96197408857519,67.47105015809628,19.961974088575193,82.47105015809628,19.96197408857519,97.47105015809629,19.96197408857519,112.47105015809629,19.96197408857519
8,62.45224273097485,19.962796202939035,77.45224273097483,19.962796202939035,92.45224273097483,19.96279620293904,107.45224273097483,19.96279620293904,122.45224273097483,19.96279620293904
9,72.43384494829415,19.963612666338175,87.43384494829414,19.963612666338175,102.43384494829414,19.963612666338168,117.43384494829414,19.963612666338175,132.43384494829414,19.96361266633817
10,82.41585041618009,19.964409205205577,97.41585041618008,19.964409205205577,112.41585041618008,19.964409205205577,127.41585041618008,19.96440920520558,142.4158504161801,19.96440920520558
11,92.39824919359937,19.965185904471547,107.39824919359936,19.96518590447155,122.39824919359936,19.96518590447155,137.39824919359936,19.965185904471547,152.39824919359936,19.965185904471547
12,102.38103150464345,19.965943339704754,117.38103150464343,19.965943339704754,132.3810315046434,19.96594333970475,147.3810315046434,19.965943339704754,162.3810315046434,19.965943339704754
13,112.36418785607577,19.966682066024596,127.36418785607576,19.966682066024596,142.36418785607574,19.966682066024596,157.36418785607574,19.966682066024593,172.36418785607574,19.966682066024593
14,122.34770902734903,19.96740261906844,137.34770902734905,19.96740261906844,152.34770902734903,19.96740261906844,167.34770902734903,19.967402619068437,182.34770902734903,19.96740261906844
15,132.33158606109018,19.968105515896273,147.3315860610902,19.96810551589627,162.33158606109018,19.968105515896273,177.33158606109018,19.96810551589627,192.33158606109018,19.96810551589627
16,142.31581025402375,19.968791255837974,157.31581025402375,19.968791255837974,172.31581025402375,19.968791255837974,187.31581025402375,19.96879125583797,202.31581025402375,19.96879125583797
17,152.30037314830514,19.969460321287624,167.30037314830514,19.96946032128762,182.30037314830514,19.969460321287624,197.30037314830514,19.96946032128762,212.30037314830514,19.96946032128762
18,162.28526652323936,19.97011317844924,177.28526652323936,19.970113178449242,192.28526652323936,19.970113178449242,207.28526652323936,19.97011317844924,222.28526652323936,19.97011317844924
19,172.27048238736106,19.970750278037542,187.27048238736106,19.970750278037542,202.27048238736106,19.970750278037542,217.27048238736106,19.970750278037542,232.27048238736106,19.970750278037542
20,182.25601297085475,19.971372055937273,197.25601297085475,19.971372055937273,212.25601297085475,19.971372055937273,227.25601297085475,19.97137205593727,242.25601297085475,19.971372055937263
21,192.24185071829515,19.971978933824353,207.24185071829515,19.97197893382435,222.24185071829515,19.97197893382435,237.24185071829515,19.971978933824346,252.24185071829515,19.971978933824346
22,202.22798828168914,19.972571319751488,217.22798828168914,19.972571319751488,232.22798828168914,19.972571319751488,247.22798828168914,19.972571319751488,262.22798828168914,19.97257131975149
23,212.2144185138023,19.97314960870119,227.2144185138023,19.973149608701185,242.2144185138023,19.973149608701185,257.21441851380234,19.973149608701185,272.21441851380234,19.973149608701185
24,222.20113446175463,19.97371418310824,237.20113446175463,19.97371418310824,252.20113446175463,19.97371418310824,267.2011344617547,19.973714183108232,282.2011344617547,19.973714183108235
25,232.18812936087025,19.974265413354164,247.18812936087025,19.974265413354157,262.1881293608702,19.974265413354164,277.1881293608703,19.974265413354157,292.1881293608703,19.97426541335416
26,242.17539662876766,19.974803658235427,257.17539662876766,19.974803658235427,272.1753966287676,19.974803658235427,287.17539662876766,19.974803658235427,302.17539662876766,19.97480365823543
27,252.16292985967834,19.975329265407346,267.1629298596783,19.975329265407343,282.16292985967823,19.97532926540735,297.1629298596783,19.97532926540735,312.16292985967834,19.97532926540735
28,262.15072281898154,19.97584257180536,277.1507228189815,19.975842571805362,292.1507228189814,19.975842571805366,307.1507228189815,19.975842571805366,322.15072281898154,19.975842571805366
29,272.1387694379442,19.976343904045212,287.1387694379441,19.976343904045216,302.13876943794406,19.97634390404522,317.1387694379441,19.97634390404522,332.1387694379442,19.97634390404522
30,282.1270638086563,19.976833578803422,297.12706380865626,19.97683357880343,312.1270638086562,19.976833578803433,327.12706380865626,19.97683357880343,342.1270638086563,19.976833578803433
31,292.115600179152,19.977311903179434,307.11560017915195,19.977311903179437,322.1156001791519,19.97731190317944,337.11560017915195,19.977311903179437,352.115600179152,19.97731190317944
