0,1,2,3
30.0,10.0,10.0,10.0
30.98053939388879,9.610787877775806,10.965640459366314,9.312809187326295
31.917961926769042,9.137662779829226,11.863490999849251,8.644201622332453
32.80422661498486,8.587630984487234,12.695746883470678,8.000916050096109
33.63232344168372,7.9743055494897535,13.466022040502576,7.404587090541857
34.400354513432696,7.386315885489821,14.180607468144284,6.887121462292287
35.10695961461513,6.745786138158794,14.846957081333013,6.439870801482289
35.74756820833891,6.0663857363167635,15.468868566154498,5.998358894947405
36.321787156939685,5.417993235698736,16.051346767533754,5.6512051326376715
36.83084713311315,4.763206287770545,16.603339936368428,5.388658244055763
37.272989421453815,4.079639479042779,17.128960306618847,5.123749160952628
37.64844919106548,3.429555913190552,17.63118769266751,4.920798560020664
37.96080031997553,2.817466665010545,18.111083738593777,4.677122358504633
38.21349399123683,2.2364067602154307,18.570412109434983,4.509445058319486
38.410165539251174,1.6970242000713496,19.013528533897986,4.352883430940599
38.555192927184144,1.2035235585881103,19.44354758353798,4.247497561859258
38.655450620386844,0.8016303054657907,19.86295400602112,4.140630887803555
38.71734175205053,0.43619232780797984,20.272132755396186,4.042944099697731
38.746348086026345,0.14393435170831992,20.67076678279246,3.9297364482277186
38.74922554163145,-0.08638523960606984,21.05663987875083,3.7877254709396806
38.734563695681004,-0.20685167940287053,21.42607382730477,3.6009535001390804
38.7103225305293,-0.27797162363136396,21.778946991073486,3.456509775235256
38.682589934004184,-0.27668030687090456,22.114716812215896,3.2588866476129086
38.65879895801392,-0.19913921293448128,22.429875242108917,3.0442819502475342
38.64530739355548,-0.07069207623423587,22.72374458255608,2.8331048586956724
38.64632818572085,0.09110791954163547,22.993376600836605,2.5595355069148273
38.66665473818051,0.3154231296516431,23.236648732790623,2.3059071321655376
38.71161770891643,0.5838362850666166,23.45496148916502,2.060347995322336
38.78220349220962,0.8278793807971822,23.649613239046786,1.8326870023130113
38.88020903384061,1.1322314518226373,23.821223959004744,1.599527396846091
39.009117888217496,1.4459456357151508,23.972332182351174,1.4226370700825408
