0,1
1.0,1.0
-3.0000000298928904,-2.3047855927446794
-3.0000000299442786,-1.3749277218818565
-3.000000029934827,-0.8260050845269846
-3.0000000299215546,-0.5590928763823138
-3.0000000299016616,-0.49194178793014354
-3.0000000298684837,-0.5472534991199957
-3.00000002945869,-0.6638659165816027
-3.0000000289204176,-0.8014691913450855
-2.99999992491689,-0.9183807239470922
-1.929605039194527e-09,-1.0776980101083873
9.187477232545819e-12,-1.2603726337840175
9.620956183837286e-12,-1.4808081271512847
2.7794510411426832e-11,-1.738589543303619
2.916447053313572e-11,-1.9984270265089947
1.1115364353748172e-11,-2.2362124060948965
3.2231759689748304e-11,-2.435063463515146
3.394865466004077e-11,-2.5798469444599315
1.298952354429531e-11,-2.6798082240205803
3.7821256760093906e-11,-2.7904992121677124
4.001108376239353e-11,-2.9995496822802323
4.239745244584192e-11,-3.00000002736626
1.6326472356304313e-11,-3.0000000294210594
4.78561147646038e-11,-2.5600284522972796
5.098961155110988e-11,-3.663206681051025e-10
5.3890266831273185e-11,1.0121535094439909e-11
5.825745432888234e-11,8.581807529135916e-12
2.2668919566226456e-11,2.7142676828701003e-12
2.43783506112747e-11,2.495646972884256e-12
2.6286527554754486e-11,2.36750826727587e-12
2.842961302443698e-11,2.3072650152992104e-12
3.084375994667634e-11,2.308601172475056e-12
3.3581892284495674e-11,2.3580382127932227e-12
1.0116046371614509e-10,6.760467703309217e-12
1.1101063720418677e-10,7.182939612483972e-12
1.223718729329287e-10,7.763979941851141e-12
1.355739913426901e-10,8.539088514758934e-12
1.5103162085715022e-10,9.577015752939996e-12
1.6929456075561242e-10,1.100248900133361e-11
1.9108034550428692e-10,1.2942413780473883e-11
2.1736291359203414e-10,1.5626120895509914e-11
2.4946807499752226e-10,1.941742231022795e-11
2.892547901354517e-10,2.4920409062365153e-11
3.393804948241259e-10,3.3175911893663135e-11
4.0377397180597474e-10,4.592415883273298e-11
1.7718669136022508e-10,2.3679251122682617e-11
6.027842208356828e-10,9.587449662937319e-11
2.7667238966619533e-10,5.3618975253681134e-11
9.958283112186674e-10,2.424639841401624e-10
4.916516039762786e-10,1.5202867011110893e-10
7.081517803165237e-10,2.7390152695281257e-10
1.77927593112936e-08,4.967944741558355e-10
0.2320078402349313,8.165787244628731e-10
0.4643818920068342,1.1129312919241863e-09
0.6447766651099465,1.1815361689247224e-09
0.7853692279684397,1.0416261970073642e-09
0.8955924129600757,8.345590861728991e-10
0.9828749451233878,6.602630393923058e-10
1.053143106634573,5.363762136638355e-10
1.111139291946836,4.593759561349045e-10
1.1609355280458393,4.2183753228793993e-10
1.2059577473536438,4.091470069926848e-10
1.2493231855872156,4.248308764734063e-10
1.293997010104179,4.666971736504613e-10
1.342242399607276,1.0210757405950562e-09
1.3989487281548654,5.656218854629069e-06
1.4662934491256154,0.38919651508134284
1.5472754641430049,0.7553499835561168
1.6447951340429674,1.0998814351381554
1.7615573572726906,1.4181014305869897
1.899466465161278,1.7058984278513223
2.066752998197785,1.967564114701277
2.1824355128706108,2.175834081173983
2.259673977830445,2.3344893056152034
2.3137571571035136,2.4716091952830768
2.35328851499973,2.5809199545073898
2.380106691690014,2.677220181458764
2.3966063255633063,2.7837088383277724
2.405093976837819,2.86487441396642
2.409861738469308,2.9300765777406825
2.408845320884385,2.9702065959661366
2.4027272974613503,2.982246981262092
2.3947602719504193,2.973131934844433
2.384173115113461,2.9308904035623464
2.3707784135065824,2.848104605931848
2.3582211263395108,2.7352486495132005
2.344396423465795,2.583042691559904
2.3282722128669167,2.3867736416394716
2.314044904298194,2.230598495829711
2.295758402034432,2.0959666806715775
2.2769541846721033,1.9839739375710397
2.256055049901767,1.879117508802852
2.236332191687796,1.7845086495464275
2.2155701243922925,1.6976489113227944
2.19446488527735,1.6268065244563417
2.17099574378581,1.5588492626132846
2.147914178393779,1.50004275637205
2.1210968812394757,1.441760715260326
2.0939771788000088,1.3976028561662452
