1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.052500000022025972e+01,5.500000004405229070e+00,2.052500000022025972e+01,5.500000004405229070e+00
4.110000000087888594e+01,6.000000008767330861e+00,2.110000000087888949e+01,6.000000008767330861e+00
4.172500000197132408e+01,6.500000013081440819e+00,2.172500000197132763e+01,6.500000013081440819e+00
4.240000000349250087e+01,7.000000017341934999e+00,2.240000000349249376e+01,7.000000017341934999e+00
4.312500000543671064e+01,7.500000021542273743e+00,2.312500000543670708e+01,7.500000021542273743e+00
4.390000000779756562e+01,8.000000025674813386e+00,2.390000000779756206e+01,8.000000025674813386e+00
4.472500001056783248e+01,8.500000029730557571e+00,2.472500001056782892e+01,8.500000029730557571e+00
4.560000001373930445e+01,9.000000033698848156e+00,2.560000001373929734e+01,9.000000033698848156e+00
4.652500001730259527e+01,9.500000037566959321e+00,2.652500001730258816e+01,9.500000037566959321e+00
4.750000002124692600e+01,1.000000004131957532e+01,2.750000002124691179e+01,1.000000004131957532e+01
4.852500002555981240e+01,1.050000004493810124e+01,2.852500002555979464e+01,1.050000004493810124e+01
4.960000003022670256e+01,1.100000004839972156e+01,2.960000003022668835e+01,1.100000004839972156e+01
5.072500003523049372e+01,1.150000005167614781e+01,3.072500003523048306e+01,1.150000005167614781e+01
5.190000004055089988e+01,1.200000005473187237e+01,3.190000004055088212e+01,1.200000005473187237e+01
5.312500004616357785e+01,1.250000005752171361e+01,3.312500004616355653e+01,1.250000005752171361e+01
5.440000005203903299e+01,1.300000005998728625e+01,3.440000005203901168e+01,1.300000005998728625e+01
5.572500005814099211e+01,1.350000006205182146e+01,3.572500005814097079e+01,1.350000006205182146e+01
5.710000006442419362e+01,1.400000006361232607e+01,3.710000006442417231e+01,1.400000006361232607e+01
5.852500007083117595e+01,1.450000006452739321e+01,3.852500007083115463e+01,1.450000006452739321e+01
6.000000007728742446e+01,1.500000006459753088e+01,4.000000007728740314e+01,1.500000006459753088e+01
6.152500008369391082e+01,1.550000006353216619e+01,4.152500008369388951e+01,1.550000006353216619e+01
6.310000008991509191e+01,1.600000006089133819e+01,4.310000008991507059e+01,1.600000006089133819e+01
6.472500009575848878e+01,1.650000005597643948e+01,4.472500009575846036e+01,1.650000005597643948e+01
6.640000010093787353e+01,1.700000004761114170e+01,4.640000010093783800e+01,1.700000004761114170e+01
6.812500010500117753e+01,1.750000003365499879e+01,4.812500010500114200e+01,1.750000003365499879e+01
6.990000010717433554e+01,1.800000000980825376e+01,4.990000010717430712e+01,1.800000000980825376e+01
7.172500010597514120e+01,1.849999996620781673e+01,5.172500010597511277e+01,1.849999996620781673e+01
7.360000009817083821e+01,1.899999987770613785e+01,5.360000009817081690e+01,1.899999987770613785e+01
7.552500007780967906e+01,1.949999971507095253e+01,5.552500007780967195e+01,1.949999971507095253e+01
7.746116537074721009e+01,1.922330614367968948e+01,5.746116537074720299e+01,1.922330614367968948e+01
7.746116537074721009e+01,1.922330614367968948e+01,5.746116537074720299e+01,1.922330614367968948e+01
4.110000000089997485e+01,6.000000009189033534e+00,2.110000000089997130e+01,6.000000009189033534e+00
4.172500000205728554e+01,6.500000013957119016e+00,2.172500000205727844e+01,6.500000013957119016e+00
4.240000000369052913e+01,7.000000018707708271e+00,2.240000000369052202e+01,7.000000018707708271e+00
4.312500000579785819e+01,7.500000023438742502e+00,2.312500000579784398e+01,7.500000023438742502e+00
4.390000000837718375e+01,8.000000028147828957e+00,2.390000000837717309e+01,8.000000028147828957e+00
4.472500001142618231e+01,8.500000032832165431e+00,2.472500001142617165e+01,8.500000032832165431e+00
4.560000001494221067e+01,9.000000037488456783e+00,2.560000001494220356e+01,9.000000037488456783e+00
4.652500001892227033e+01,9.500000042112791476e+00,2.652500001892226678e+01,9.500000042112791476e+00
4.750000002336293647e+01,1.000000004670049414e+01,2.750000002336292937e+01,1.000000004670049414e+01
4.852500002826025849e+01,1.050000005124593550e+01,2.852500002826025138e+01,1.050000005124593550e+01
4.960000003360966758e+01,1.100000005574226947e+01,2.960000003360966048e+01,1.100000005574226947e+01
5.072500003940583468e+01,1.150000006018108145e+01,3.072500003940583113e+01,1.150000006018108145e+01
5.190000004564248570e+01,1.200000006455192469e+01,3.190000004564247860e+01,1.200000006455192469e+01
5.312500005231215994e+01,1.250000006884166304e+01,3.312500005231215994e+01,1.250000006884166304e+01
5.440000005940592587e+01,1.300000007303353300e+01,3.440000005940592587e+01,1.300000007303353300e+01
5.572500006691289087e+01,1.350000007710582217e+01,3.572500006691289087e+01,1.350000007710582217e+01
5.710000007481967543e+01,1.400000008102987969e+01,3.710000007481967543e+01,1.400000008102987969e+01
5.852500008310952495e+01,1.450000008476711244e+01,3.852500008310952495e+01,1.450000008476711244e+01
6.000000009176109472e+01,1.500000008826426701e+01,4.000000009176109472e+01,1.500000008826426701e+01
6.152500010074659542e+01,1.550000009144573809e+01,4.152500010074658832e+01,1.550000009144573809e+01
6.310000011002890119e+01,1.600000009420048031e+01,4.310000011002890119e+01,1.600000009420048031e+01
6.472500011955686716e+01,1.650000009635849096e+01,4.472500011955684585e+01,1.650000009635849096e+01
6.640000012925706585e+01,1.700000009764576347e+01,4.640000012925705164e+01,1.700000009764576347e+01
6.812500013901886575e+01,1.750000009759042285e+01,4.812500013901886575e+01,1.750000009759042285e+01
6.990000014866363642e+01,1.800000009530483069e+01,4.990000014866362932e+01,1.800000009530483069e+01
7.172500015787373684e+01,1.850000008889705683e+01,5.172500015787372263e+01,1.850000008889705683e+01
7.360000016599263972e+01,1.900000007348104702e+01,5.360000016599263262e+01,1.900000007348104702e+01
7.552500017125531429e+01,1.950000003177265739e+01,5.552500017125532139e+01,1.950000003177266095e+01
7.750000015781608909e+01,1.999999969944285994e+01,5.750000015781608909e+01,1.999999969944285638e+01
7.948329834046309372e+01,1.966596395349696280e+01,5.948329834046307951e+01,1.966596395349695925e+01
7.948329834046309372e+01,1.966596395349696280e+01,5.948329834046307951e+01,1.966596395349695925e+01
4.172500000203354631e+01,6.500000013482322814e+00,2.172500000203353920e+01,6.500000013482322814e+00
4.240000000359387400e+01,7.000000017724315349e+00,2.240000000359387400e+01,7.000000017724315349e+00
4.312500000557555069e+01,7.500000021909216663e+00,2.312500000557554714e+01,7.500000021909216663e+00
4.390000000797252255e+01,8.000000026030324562e+00,2.390000000797252611e+01,8.000000026030324562e+00
4.472500001077802523e+01,8.500000030079842617e+00,2.472500001077803589e+01,8.500000030079842617e+00
4.560000001398445590e+01,9.000000034048657227e+00,2.560000001398445946e+01,9.000000034048657227e+00
4.652500001758319570e+01,9.500000037926033869e+00,2.652500001758319570e+01,9.500000037926033869e+00
4.750000002156446044e+01,1.000000004169924850e+01,2.750000002156445689e+01,1.000000004169924850e+01
4.852500002591707329e+01,1.050000004535310438e+01,2.852500002591707684e+01,1.050000004535310438e+01
4.960000003062819474e+01,1.100000004886929261e+01,2.960000003062819474e+01,1.100000004886929261e+01
5.072500003568293891e+01,1.150000005222556432e+01,3.072500003568293891e+01,1.150000005222556432e+01
5.190000004106394726e+01,1.200000005539460268e+01,3.190000004106394726e+01,1.200000005539460268e+01
5.312500004675079879e+01,1.250000005834249350e+01,3.312500004675079879e+01,1.250000005834249350e+01
5.440000005271924977e+01,1.300000006102660421e+01,3.440000005271924977e+01,1.300000006102660421e+01
5.572500005894021058e+01,1.350000006339259784e+01,3.572500005894021058e+01,1.350000006339259784e+01
5.710000006537834594e+01,1.400000006537010044e+01,3.710000006537834594e+01,1.400000006537010044e+01
5.852500007199017062e+01,1.450000006686633292e+01,3.852500007199017062e+01,1.450000006686633292e+01
6.000000007872130681e+01,1.500000006775638717e+01,4.000000007872130681e+01,1.500000006775638717e+01
6.152500008550252630e+01,1.550000006786800100e+01,4.152500008550252630e+01,1.550000006786800100e+01
6.310000009224375361e+01,1.600000006695670152e+01,4.310000009224375361e+01,1.600000006695670152e+01
6.472500009882475069e+01,1.650000006466341773e+01,4.472500009882475780e+01,1.650000006466341773e+01
6.640000010507982608e+01,1.700000006043803324e+01,4.640000010507984030e+01,1.700000006043803324e+01
6.812500011077131035e+01,1.750000005339170173e+01,4.812500011077132456e+01,1.750000005339170173e+01
6.990000011554010939e+01,1.800000004198418324e+01,4.990000011554011650e+01,1.800000004198418324e+01
7.172500011880293869e+01,1.850000002327210069e+01,5.172500011880293158e+01,1.850000002327210069e+01
7.360000011950171483e+01,1.899999999070345069e+01,5.360000011950170773e+01,1.899999999070345069e+01
7.552500011527743595e+01,1.949999992481127720e+01,5.552500011527744306e+01,1.949999992481127720e+01
7.750000009203380102e+01,1.999999961031585727e+01,5.750000009203380102e+01,1.999999961031585727e+01
7.950000008254953343e+01,2.000000019999862033e+01,5.950000008254951922e+01,2.000000019999862033e+01
8.148334105782510051e+01,1.966681930551279578e+01,6.148334105782508630e+01,1.966681930551278867e+01
8.148334105782510051e+01,1.966681930551279578e+01,6.148334105782508630e+01,1.966681930551278867e+01
4.240000000360183208e+01,7.000000017883364123e+00,2.240000000360182142e+01,7.000000017883364123e+00
4.312500000560802960e+01,7.500000022240636000e+00,2.312500000560802249e+01,7.500000022240636000e+00
4.390000000804752034e+01,8.000000026549146881e+00,2.390000000804750968e+01,8.000000026549146881e+00
4.472500001091513155e+01,8.500000030803118278e+00,2.472500001091512445e+01,8.500000030803118278e+00
4.560000001420508653e+01,9.000000034995810694e+00,2.560000001420506877e+01,9.000000034995810694e+00
4.652500001791084827e+01,9.500000039119329998e+00,2.652500001791082695e+01,9.500000039119329998e+00
4.750000002202503424e+01,1.000000004316436097e+01,2.750000002202500937e+01,1.000000004316436097e+01
4.852500002653924582e+01,1.050000004711982982e+01,2.852500002653921385e+01,1.050000004711982982e+01
4.960000003144385516e+01,1.100000005097246891e+01,2.960000003144383030e+01,1.100000005097246891e+01
5.072500003672779201e+01,1.150000005470624309e+01,3.072500003672776714e+01,1.150000005470624309e+01
5.190000004237818132e+01,1.200000005830158045e+01,3.190000004237815645e+01,1.200000005830158045e+01
5.312500004837997380e+01,1.250000006173434919e+01,3.312500004837995249e+01,1.250000006173434919e+01
5.440000005471542011e+01,1.300000006497441873e+01,3.440000005471539168e+01,1.300000006497441873e+01
5.572500006136332473e+01,1.350000006798367558e+01,3.572500006136329631e+01,1.350000006798367558e+01
5.710000006829815788e+01,1.400000007071316155e+01,3.710000006829813657e+01,1.400000007071316155e+01
5.852500007548876226e+01,1.450000007309888161e+01,3.852500007548874095e+01,1.450000007309888161e+01
6.000000008289648434e+01,1.500000007505549959e+01,4.000000008289645592e+01,1.500000007505549959e+01
6.152500009047258800e+01,1.550000007646649003e+01,4.152500009047255958e+01,1.550000007646649003e+01
6.310000009815431810e+01,1.600000007716823447e+01,4.310000009815429678e+01,1.600000007716823447e+01
6.472500010585888219e+01,1.650000007692304749e+01,4.472500010585885377e+01,1.650000007692304749e+01
6.640000011347358111e+01,1.700000007537080648e+01,4.640000011347355269e+01,1.700000007537080648e+01
6.812500012083889089e+01,1.750000007193565921e+01,4.812500012083886958e+01,1.750000007193565921e+01
6.990000012771709237e+01,1.800000006562807187e+01,4.990000012771705684e+01,1.800000006562807187e+01
7.172500013372675198e+01,1.850000005456490371e+01,5.172500013372670224e+01,1.850000005456490371e+01
7.360000013818221021e+01,1.900000003454422171e+01,5.360000013818216047e+01,1.900000003454422171e+01
7.552500013955905445e+01,1.949999999299245346e+01,5.552500013955899050e+01,1.949999999299245346e+01
7.750000013142556554e+01,1.999999984433758371e+01,5.750000013142549449e+01,1.999999984433758371e+01
7.950000012527448234e+01,2.000000003264106496e+01,5.950000012527442550e+01,2.000000003264106496e+01
8.150000013526521059e+01,2.000000016717325479e+01,6.150000013526513953e+01,2.000000016717325479e+01
8.348430297154237678e+01,1.968605655837010460e+01,6.348430297154231283e+01,1.968605655837012236e+01
8.348430297154237678e+01,1.968605655837010460e+01,6.348430297154231283e+01,1.968605655837012236e+01
4.312500000561002622e+01,7.500000022280494782e+00,2.312500000561001201e+01,7.500000022280494782e+00
4.390000000805571290e+01,8.000000026633259154e+00,2.390000000805570224e+01,8.000000026633259154e+00
4.472500001093420963e+01,8.500000030936547546e+00,2.472500001093418831e+01,8.500000030936547546e+00
4.560000001424025129e+01,9.000000035184431368e+00,2.560000001424023708e+01,9.000000035184431368e+00
4.652500001796797591e+01,9.500000039369988158e+00,2.652500001796795814e+01,9.500000039369988158e+00
4.750000002211073280e+01,1.000000004348508753e+01,2.750000002211071148e+01,1.000000004348508753e+01
4.852500002666099022e+01,1.050000004752010696e+01,2.852500002666096890e+01,1.050000004752010696e+01
4.960000003161017190e+01,1.100000005146358006e+01,2.960000003161015414e+01,1.100000005146358006e+01
5.072500003694843684e+01,1.150000005530172054e+01,3.072500003694841908e+01,1.150000005530172054e+01
5.190000004266440925e+01,1.200000005901780398e+01,3.190000004266439504e+01,1.200000005901780398e+01
5.312500004874486592e+01,1.250000006259132768e+01,3.312500004874485171e+01,1.250000006259132768e+01
5.440000005517428150e+01,1.300000006599687374e+01,3.440000005517426729e+01,1.300000006599687374e+01
5.572500006193424582e+01,1.350000006920251749e+01,3.572500006193423161e+01,1.350000006920251749e+01
5.710000006900275338e+01,1.400000007216758391e+01,3.710000006900273917e+01,1.400000007216758391e+01
5.852500007635310197e+01,1.450000007483935249e+01,3.852500007635308776e+01,1.450000007483935249e+01
6.000000008395247875e+01,1.500000007714819006e+01,4.000000008395246454e+01,1.500000007714819006e+01
6.152500009175988538e+01,1.550000007899999055e+01,4.152500009175987117e+01,1.550000007899999055e+01
6.310000009972309698e+01,1.600000008026410470e+01,4.310000009972308277e+01,1.600000008026410470e+01
6.472500010777396540e+01,1.650000008075311797e+01,4.472500010777393697e+01,1.650000008075311797e+01
6.640000011582095851e+01,1.700000008018696818e+01,4.640000011582095141e+01,1.700000008018696818e+01
6.812500012373654101e+01,1.750000007812465697e+01,4.812500012373653391e+01,1.750000007812465697e+01
6.990000013133384016e+01,1.800000007382130818e+01,4.990000013133384016e+01,1.800000007382130818e+01
7.172500013831924548e+01,1.850000006588681956e+01,5.172500013831924548e+01,1.850000006588681956e+01
7.360000014417821035e+01,1.900000005129249558e+01,5.360000014417821745e+01,1.900000005129249558e+01
7.552500014780846982e+01,1.950000002131289989e+01,5.552500014780849114e+01,1.950000002131289989e+01
7.750000014493419087e+01,1.999999992120146430e+01,5.750000014493420508e+01,1.999999992120146786e+01
7.950000014595148912e+01,2.000000009914445442e+01,5.950000014595150333e+01,2.000000009914445442e+01
8.150000015276305021e+01,2.000000003708645124e+01,6.150000015276305021e+01,2.000000003708645124e+01
8.350000016254966795e+01,2.000000015864600300e+01,6.350000016254966795e+01,2.000000015864600300e+01
8.548356939707088031e+01,1.967138453177812707e+01,6.548356939707088031e+01,1.967138453177815194e+01
8.548356939707088031e+01,1.967138453177812707e+01,6.548356939707088031e+01,1.967138453177815194e+01
4.390000000805766689e+01,8.000000026672303477e+00,2.390000000805764913e+01,8.000000026672303477e+00
4.472500001094222455e+01,8.500000031018927871e+00,2.472500001094221389e+01,8.500000031018927871e+00
4.560000001425892435e+01,9.000000035315094848e+00,2.560000001425891369e+01,9.000000035315094848e+00
4.652500001800241591e+01,9.500000039554667097e+00,2.652500001800240170e+01,9.500000039554667097e+00
4.750000002216666672e+01,1.000000004373046636e+01,2.750000002216665962e+01,1.000000004373046636e+01
4.852500002674489110e+01,1.050000004783402829e+01,2.852500002674488400e+01,1.050000004783402829e+01
4.960000003172935834e+01,1.100000005185530938e+01,2.960000003172935124e+01,1.100000005185530938e+01
5.072500003711124350e+01,1.150000005578228368e+01,3.072500003711122929e+01,1.150000005578228368e+01
5.190000004288037871e+01,1.200000005960043481e+01,3.190000004288036450e+01,1.200000005960043481e+01
5.312500004902499740e+01,1.250000006329205249e+01,3.312500004902499029e+01,1.250000006329205249e+01
5.440000005553137186e+01,1.300000006683529996e+01,3.440000005553135765e+01,1.300000006683529996e+01
5.572500006238328041e+01,1.350000007020290660e+01,3.572500006238327330e+01,1.350000007020290660e+01
5.710000006956144603e+01,1.400000007336033647e+01,3.710000006956143181e+01,1.400000007336033647e+01
5.852500007704261975e+01,1.450000007626313092e+01,3.852500007704260554e+01,1.450000007626313092e+01
