0,1,2
1.0,1.0,1.0
-5.000000049992528,-5.000000049992528,-5.000000049992528
1.732993489076262,-5.000000049840324,-5.000000049840659
5.000000049864896,-5.000000046357206,-5.000000049846104
5.000000049904309,5.000000047310439,-5.000000049206842
5.0000000499701756,5.000000049198482,-2.715543735647025
5.000000049979674,5.000000049476518,5.000000049537622
5.000000049978174,5.000000049453977,5.000000049532013
5.0000000499770225,5.000000049433756,5.0000000495318195
5.000000049976214,5.00000004941606,5.00000004953147
5.000000049975689,5.000000049400086,5.000000049531122
5.000000049975561,5.000000049463012,5.000000049531008
5.000000049975178,5.000000049631446,5.000000049530723
5.000000049974923,5.0000000497624635,5.000000049643396
5.000000049974709,5.000000049835974,5.000000049781963
5.000000049974448,5.000000049878936,5.0000000498662525
5.000000049974138,5.0000000499064114,5.000000049912996
5.000000049973781,5.0000000499249335,5.000000049938832
5.000000049973394,5.000000049937842,5.000000049954502
5.000000049972954,5.00000004994735,5.000000049964813
5.000000049972451,5.000000049954672,5.000000049971854
5.000000049971773,5.00000004996044,5.000000049976818
5.000000049970939,5.00000004996504,5.000000049980516
5.0000000499699375,5.000000049968885,5.0000000499833765
5.000000049988471,5.00000004998975,5.000000049994718
5.000000049969249,5.000000049971866,5.000000049986019
5.000000049956336,5.000000049971488,5.000000049986351
5.000000049946789,5.000000049970662,5.000000049986494
5.000000049933591,5.000000049969363,5.000000049986477
5.000000049914692,5.0000000499675386,5.0000000499862995
5.000000049886465,5.000000049965015,5.000000049985966
5.0000000498408825,5.000000049961466,5.000000049985432
5.0000000499346715,5.000000049956602,5.000000049984679
5.000000049473221,5.000000049949818,5.000000049983668
4.940401893106595e-07,5.000000049939562,5.000000049982307
-2.1653721586415213e-11,5.000000049922383,5.000000049980437
-1.9194588833178395e-11,5.000000049888098,5.000000049977821
-1.8103545521345204e-11,5.000000049785913,5.000000049974091
-1.784490045012845e-11,1.143773171744087,5.000000049968395
-1.8410955196031006e-11,-8.379777334283274e-12,5.000000049958719
-1.980217428636207e-11,-7.904417185058246e-12,5.000000049939213
-2.244018780432516e-11,-7.664182401313136e-12,5.000000049880935
-2.719194815946853e-11,-7.671487958830979e-12,2.884824386655097
-1.3740621148238222e-11,-2.8854600850984985e-12,-1.812087193458508e-12
-1.5148050961311768e-10,-8.577989664869352e-12,-4.973371361960482e-12
-2.266602666934239e-08,-9.478226767772969e-12,-5.0074408680613045e-12
2.937445431732324,-7.956027835530245e-09,-3.773863854909575e-09
4.999999991480696,-4.587248629633145e-12,-1.8835271323157317e-12
4.999999998856341,-1.555359435570565e-11,-5.335972892969661e-12
5.0000000244848275,-2.102716637226497e-11,-5.470671829254378e-12
5.000000036820598,-3.676465098356505e-11,-5.611223415459002e-12
5.0000000419286685,-1.98488641149774e-05,-5.803839227082576e-12
5.00000004807522,1.5729904014279608,-2.2126504223713667e-12
5.000000048425427,4.999999977989117,-3.363794651542915e-12
5.000000046042615,5.000000020425094,-1.5234482632669926e-11
5.000000046291396,5.000000030230877,-3.2188835889228755e-11
5.00000004677063,5.000000037096977,-3.4368921290052637e-10
5.000000046957346,5.000000039517855,2.038698106372424
5.000000047095575,5.000000040932481,4.999999933750189
5.000000047373199,5.0000000427506075,5.000000004786961
5.000000047495546,5.000000043474873,5.000000020873274
5.000000047585168,5.000000043973819,5.000000031469677
5.000000047656163,5.000000044318131,5.000000035457404
5.00000004782515,5.000000044585724,5.000000037750343
5.0000000492345285,5.0000000482704,5.000000046511937
5.000000047943628,5.0000000454470985,5.0000000415046895
5.000000047988898,5.000000045627669,5.000000042340691
5.000000049284178,5.000000048472134,5.000000047453331
5.000000049322387,5.0000000485196034,5.000000047630007
5.000000048164808,5.000000046027685,5.000000044358238
5.000000048195104,5.000000046139876,5.000000044722962
5.000000048222959,5.000000046223491,5.000000045010432
5.000000049365264,5.000000048735098,5.000000048268301
5.0000000482730576,5.0000000465650585,5.000000045385519
5.000000048293008,5.000000046617888,5.000000045529365
5.000000048366387,5.000000046662955,5.000000045665328
5.000000048386946,5.0000000466944075,5.000000045776484
5.000000048404242,5.000000046723318,5.000000046150204
5.000000048419424,5.000000046750959,5.000000046227105
5.0000000484332405,5.000000046763799,5.000000046308659
5.000000048447327,5.000000046766459,5.000000046377854
5.000000049441656,5.0000000488279435,5.000000048709484
5.000000049445771,5.000000048827653,5.000000048732363
5.000000048481265,5.000000046779672,5.000000046565708
5.0000000484892055,5.000000046803299,5.000000046619272
5.000000048495536,5.000000046823844,5.000000046670664
5.000000048501001,5.000000046840604,5.000000046719942
5.0000000485056075,5.000000046857445,5.000000046758754
5.000000048508714,5.000000046880893,5.000000046793843
5.000000048557885,5.000000046896028,5.000000046821515
5.000000048559091,5.000000046909231,5.000000046846562
5.000000048561835,5.000000046931187,5.00000004687243
5.0000000494793735,5.000000048897497,5.000000048876726
5.000000048566645,5.00000004698688,5.000000046929396
5.000000048569261,5.000000047018649,5.000000046970239
5.0000000485697065,5.00000004673591,5.000000047005592
5.000000048570018,5.0000000464372265,5.000000047036138
5.000000048570098,5.000000046310668,5.00000004706754
5.000000048570467,5.00000004635359,5.000000047099913
5.000000048571383,5.0000000464485,5.000000047257377
5.000000048571258,5.0000000466978864,5.000000047310175
5.000000048571657,5.000000047144624,5.000000047334111
5.000000048571315,5.000000047379638,5.000000047356445
5.000000048570854,5.000000047856437,5.0000000473835975
5.000000048569936,5.000000048133958,5.000000047404397
5.000000048568987,5.000000048346283,5.000000047421212
5.000000048567617,5.000000048502313,5.000000047436609
5.000000048566912,5.000000048613665,5.0000000474526995
5.000000048567512,5.000000048740857,5.00000004746706
5.000000048568052,5.000000048798228,5.00000004747504
5.000000048565469,5.0000000488394925,5.000000047476219
5.000000048539185,5.000000048853274,5.000000047435824
5.000000048516496,5.00000004886403,5.000000047398336
5.000000048496939,5.000000048872223,5.0000000473634945
5.00000004848574,5.000000048877747,5.0000000473339625
5.000000048478993,5.0000000488800405,5.000000047311289
5.000000048472191,5.00000004888086,5.000000047302049
5.000000048467508,5.000000048881966,5.00000004729872
5.000000048462208,5.000000048883096,5.000000047128671
5.00000004846017,5.000000048883556,5.000000046843987
5.000000049442752,5.0000000495946555,5.000000048760501
5.000000049446342,5.000000049593751,5.0000000486752345
5.000000048486389,5.000000048876221,5.000000046117893
5.000000048495118,5.000000048872267,5.0000000458972576
5.00000004850132,5.00000004887027,5.000000045743146
5.000000048505424,5.000000048869078,5.000000045762851
5.000000048508922,5.000000048868187,5.000000045766177
5.000000049460171,5.0000000495892465,5.000000048729435
5.000000048514292,5.000000048866483,5.00000004675
5.000000048515122,5.000000048865373,5.00000004732472
5.000000048514162,5.000000048865412,5.0000000477048
5.0000000485171725,5.000000048864709,5.000000048085952
5.00000004852512,5.000000048863769,5.000000048310338
5.000000048529723,5.00000004886299,5.000000048466315
5.000000048529416,5.00000004886087,5.000000048576735
5.000000048534855,5.000000048858206,5.000000048654347
5.000000048540198,5.000000048855814,5.000000048701496
5.000000048547165,5.00000004885429,5.000000048744735
5.000000048540521,5.000000048844724,5.000000048770825
5.0000000485298335,5.000000048831482,5.000000048781574
5.000000048524643,5.000000048820114,5.00000004883261
5.000000048522013,5.000000048809154,5.0000000488402545
5.000000048520543,5.000000048800634,5.000000048844578
5.000000048521205,5.000000048796214,5.000000048847456
5.000000048523407,5.000000048792747,5.000000048849154
5.000000048524663,5.00000004878987,5.000000048851062
5.00000004852425,5.00000004878811,5.000000048852316
5.000000048522259,5.000000048785894,5.000000048852893
5.000000048520034,5.000000048783474,5.000000048854287
5.000000048521001,5.000000048784975,5.0000000488540834
5.000000048526226,5.000000048788154,5.000000048851557
5.0000000485315415,5.000000048789558,5.000000048850353
5.00000004853406,5.000000048792765,5.000000048849723
5.000000048534226,5.000000048796898,5.0000000488477205
5.0000000485372444,5.000000048801384,5.000000048845321
5.000000048546561,5.0000000488058545,5.000000048842909
5.000000048557212,5.000000048806666,5.000000048840948
5.000000048566777,5.0000000488063465,5.000000048840229
5.000000048574995,5.000000048808737,5.000000048839668
5.000000048582268,5.000000048812792,5.000000048837888
