0,1,2
1.0,1.0,1.0
5.000000033859856,-5.000000049995368,-5.000000049995368
4.999999870328187,-5.000000042994546,-5.000000049838629
4.999999901405638,5.000000044865074,-5.0000000479450355
5.0000000119371695,5.000000049881843,4.055031721126899
5.000000045178871,5.0000000499926935,5.000000049931439
5.000000032312363,5.000000049983197,5.000000049948842
5.000000027135261,5.000000049984909,5.000000049966473
5.000000020989103,5.0000000499859505,5.00000004997353
5.000000013629645,5.000000049986651,5.000000049977408
5.000000004759478,5.000000049987161,5.000000049979902
5.0000000296658555,5.000000049995489,5.0000000499933135
5.000000025365674,5.0000000499956885,5.000000049993828
4.999999967530043,5.000000049988536,5.000000049983976
4.999999948664422,5.000000049988794,5.000000049984639
5.000000004172373,5.000000049995987,5.000000049994597
4.999999889382461,5.000000049988983,5.000000049985343
4.999999840336925,5.000000049988939,5.0000000499853785
4.999999947052414,5.00000004999594,5.000000049994659
4.999999902942625,5.000000049995862,5.00000004999458
4.999999820275398,5.00000004999575,5.00000004999446
4.9999988673084665,5.000000049987875,5.000000049984281
4.999996128668436,5.000000049987346,5.000000049983723
4.687168907920955,5.000000049995165,5.000000049993846
4.133463552597106,5.000000049994857,5.000000049993547
3.6890245492366964,5.000000049994464,5.000000049993194
3.324226888544322,5.000000049993957,5.000000049992776
3.0147535152629694,5.000000049993291,5.000000049992282
2.73997498302522,5.000000049992385,5.0000000499916935
2.4815743454660275,5.000000049991101,5.000000049990976
2.2223230066980477,5.000000049970108,5.000000049972679
1.9449398902359254,5.00000004998589,5.000000049988969
1.6307135370954302,5.000000049943015,5.000000049965492
1.2587538959306188,5.000000049959581,5.000000049985406
0.9709339632360062,3.5586093585511906,5.000000049982318
0.7480259815994513,-1.701745715488512e-12,5.000000049977221
0.5750994811543554,-4.755434609243882e-12,5.000000049917923
0.44065808694405,-4.742952407597618e-12,5.000000049822351
0.33544864728882107,-4.74762430529685e-12,4.980333914491457e-07
0.252457159303256,-1.7100225610192955e-12,-2.7731786547012355e-12
0.18604343172683163,-1.7142247209351838e-12,-2.806475407857393e-12
0.13170485420837008,-1.7326516642693248e-12,-2.819299002561449e-12
0.08549906084240098,-4.731388488098731e-12,-7.780373716934918e-12
0.04456708837290612,-4.732643074625644e-12,-7.729354628183515e-12
0.006671221823982207,-1.7142301102288219e-12,-2.762575301178044e-12
2.956875117315656e-06,-1.722830177197622e-12,-2.7501443973983925e-12
0.014524890811213994,-4.793639555888376e-12,-7.42012168479009e-12
0.04541379355093242,-4.838534885085673e-12,-7.245943170827544e-12
0.06399417294841397,-1.7899155637108314e-12,-2.572742363760101e-12
0.06170302365190974,-1.8045768456063276e-12,-2.526498731055302e-12
0.05893324428409203,-5.062354437433701e-12,-6.905392394257262e-12
0.04635003341633238,-5.17450000416821e-12,-6.772673552506789e-12
0.03552478738559261,-5.274166689264039e-12,-6.8459765467614545e-12
0.025886181376277063,-1.9655134890323446e-12,-2.5188833850306165e-12
0.01381051041752363,-2.0003954763735706e-12,-2.5446755432114986e-12
